trip_id,trip_date,trip_hour,location_id,city,state,stand_name,vehicles_available,trips_completed,demand_level
73,2020-03-29,14,1,Delhi,Delhi,Chandni Chowk Metro Gate 3,3,21,Balanced
74,2020-04-01,20,1,Delhi,Delhi,Kashmere Gate Metro Interchange,19,15,Balanced
75,2020-04-07,17,1,Delhi,Delhi,Qutab Minar Metro Exit,7,70,High Demand
76,2020-04-11,14,1,Delhi,Delhi,Qutab Minar Metro Exit,33,46,Low Demand
77,2020-04-20,8,1,Delhi,Delhi,Qutab Minar Metro Exit,28,16,Low Demand
78,2020-04-28,17,1,Delhi,Delhi,Qutab Minar Metro Exit,9,13,Balanced
79,2020-04-29,20,1,Delhi,Delhi,Kashmere Gate ISBT,12,49,Balanced
80,2020-05-03,8,1,Delhi,Delhi,Qutab Minar Metro Exit,9,29,Balanced
81,2020-05-09,11,1,Delhi,Delhi,Qutab Minar Metro Exit,11,59,Balanced
82,2020-05-16,14,1,Delhi,Delhi,Chandni Chowk Metro Gate 3,2,46,Balanced
83,2020-05-21,17,1,Delhi,Delhi,Qutab Minar Metro Exit,24,52,Balanced
84,2020-06-07,17,1,Delhi,Delhi,Kashmere Gate Metro Interchange,10,74,Balanced
85,2020-06-08,14,1,Delhi,Delhi,Kashmere Gate Metro Interchange,30,22,Low Demand
86,2020-06-16,14,1,Delhi,Delhi,Qutab Minar Metro Exit,7,52,High Demand
87,2020-06-17,20,1,Delhi,Delhi,Qutab Minar Metro Exit,22,72,Balanced
88,2020-06-18,8,1,Delhi,Delhi,Kashmere Gate Metro Interchange,17,46,Balanced
89,2020-06-19,8,1,Delhi,Delhi,Qutab Minar Metro Exit,8,22,Balanced
90,2020-06-22,8,1,Delhi,Delhi,Chandni Chowk Metro Gate 3,5,47,Balanced
91,2020-07-09,17,1,Delhi,Delhi,Chandni Chowk Metro Gate 3,12,19,Balanced
92,2020-07-23,14,1,Delhi,Delhi,Kashmere Gate Metro Interchange,27,45,Low Demand
93,2020-07-25,8,1,Delhi,Delhi,Qutab Minar Metro Exit,20,39,Balanced
94,2020-08-04,8,1,Delhi,Delhi,Chandni Chowk Metro Gate 3,30,14,Low Demand
95,2020-08-13,20,1,Delhi,Delhi,Chandni Chowk Metro Gate 3,12,42,Balanced
96,2020-08-14,17,1,Delhi,Delhi,Chandni Chowk Metro Gate 3,23,24,Balanced
97,2020-09-06,14,1,Delhi,Delhi,Kashmere Gate ISBT,6,69,High Demand
98,2020-09-07,14,1,Delhi,Delhi,Qutab Minar Metro Exit,9,27,Balanced
99,2020-09-10,8,1,Delhi,Delhi,Kashmere Gate Metro Interchange,17,78,Balanced
100,2020-09-15,17,1,Delhi,Delhi,Kashmere Gate ISBT,28,22,Low Demand
101,2020-09-18,14,1,Delhi,Delhi,Kashmere Gate Metro Interchange,25,37,Balanced
102,2020-09-20,14,1,Delhi,Delhi,Kashmere Gate Metro Interchange,25,79,Balanced
103,2020-09-21,14,1,Delhi,Delhi,Kashmere Gate Metro Interchange,27,45,Low Demand
104,2020-10-08,14,1,Delhi,Delhi,Kashmere Gate ISBT,2,45,Balanced
105,2020-10-09,11,1,Delhi,Delhi,Kashmere Gate ISBT,18,32,Balanced
106,2020-10-11,11,1,Delhi,Delhi,Kashmere Gate Metro Interchange,24,40,Balanced
107,2020-10-26,20,1,Delhi,Delhi,Chandni Chowk Metro Gate 3,31,13,Low Demand
108,2020-11-01,8,1,Delhi,Delhi,Kashmere Gate Metro Interchange,22,28,Balanced
109,2020-11-07,20,1,Delhi,Delhi,Chandni Chowk Metro Gate 3,31,74,Low Demand
110,2020-11-11,20,1,Delhi,Delhi,Kashmere Gate ISBT,29,67,Low Demand
111,2020-11-12,17,1,Delhi,Delhi,Chandni Chowk Metro Gate 3,31,61,Low Demand
112,2020-11-19,8,1,Delhi,Delhi,Kashmere Gate Metro Interchange,7,21,Balanced
113,2020-11-25,20,1,Delhi,Delhi,Chandni Chowk Metro Gate 3,9,62,High Demand
114,2020-11-29,8,1,Delhi,Delhi,Chandni Chowk Metro Gate 3,21,55,Balanced
115,2020-12-22,14,1,Delhi,Delhi,Kashmere Gate Metro Interchange,13,28,Balanced
116,2021-02-09,8,1,Delhi,Delhi,Qutab Minar Metro Exit,3,68,High Demand
117,2021-02-10,14,1,Delhi,Delhi,Qutab Minar Metro Exit,27,63,Low Demand
118,2021-02-13,11,1,Delhi,Delhi,Qutab Minar Metro Exit,25,21,Balanced
119,2021-02-19,14,1,Delhi,Delhi,Kashmere Gate ISBT,23,31,Balanced
120,2021-02-26,11,1,Delhi,Delhi,Kashmere Gate ISBT,8,28,Balanced
121,2021-03-04,17,1,Delhi,Delhi,Qutab Minar Metro Exit,30,51,Low Demand
122,2021-03-05,14,1,Delhi,Delhi,Kashmere Gate ISBT,30,18,Low Demand
123,2021-03-17,8,1,Delhi,Delhi,Qutab Minar Metro Exit,31,80,Low Demand
124,2021-03-18,8,1,Delhi,Delhi,Qutab Minar Metro Exit,14,51,Balanced
125,2021-03-21,17,1,Delhi,Delhi,Kashmere Gate Metro Interchange,23,20,Balanced
126,2021-04-11,11,1,Delhi,Delhi,Chandni Chowk Metro Gate 3,7,28,Balanced
127,2021-04-12,14,1,Delhi,Delhi,Qutab Minar Metro Exit,10,20,Balanced
128,2021-04-28,17,1,Delhi,Delhi,Kashmere Gate ISBT,16,27,Balanced
129,2021-05-07,20,1,Delhi,Delhi,Kashmere Gate ISBT,26,29,Low Demand
130,2021-05-27,17,1,Delhi,Delhi,Qutab Minar Metro Exit,20,58,Balanced
131,2021-06-02,8,1,Delhi,Delhi,Qutab Minar Metro Exit,25,80,Balanced
132,2021-06-03,20,1,Delhi,Delhi,Kashmere Gate Metro Interchange,20,20,Balanced
133,2021-06-06,11,1,Delhi,Delhi,Qutab Minar Metro Exit,7,38,Balanced
134,2021-06-08,8,1,Delhi,Delhi,Qutab Minar Metro Exit,5,60,High Demand
135,2021-06-11,14,1,Delhi,Delhi,Kashmere Gate ISBT,3,50,Balanced
136,2021-06-12,14,1,Delhi,Delhi,Kashmere Gate ISBT,10,14,Balanced
137,2021-07-04,20,1,Delhi,Delhi,Kashmere Gate Metro Interchange,34,40,Low Demand
138,2021-07-14,20,1,Delhi,Delhi,Kashmere Gate Metro Interchange,26,70,Low Demand
139,2021-08-01,17,1,Delhi,Delhi,Kashmere Gate ISBT,10,18,Balanced
140,2021-08-03,8,1,Delhi,Delhi,Chandni Chowk Metro Gate 3,14,15,Balanced
141,2021-08-05,14,1,Delhi,Delhi,Chandni Chowk Metro Gate 3,34,60,Low Demand
142,2021-08-06,20,1,Delhi,Delhi,Qutab Minar Metro Exit,18,14,Balanced
143,2021-08-11,14,1,Delhi,Delhi,Chandni Chowk Metro Gate 3,9,57,High Demand
144,2021-08-15,14,1,Delhi,Delhi,Kashmere Gate ISBT,33,73,Low Demand
145,2021-08-22,11,1,Delhi,Delhi,Chandni Chowk Metro Gate 3,22,23,Balanced
146,2021-08-31,14,1,Delhi,Delhi,Qutab Minar Metro Exit,19,17,Balanced
147,2021-09-06,11,1,Delhi,Delhi,Qutab Minar Metro Exit,4,26,Balanced
148,2021-09-14,14,1,Delhi,Delhi,Qutab Minar Metro Exit,6,27,Balanced
149,2021-09-27,14,1,Delhi,Delhi,Qutab Minar Metro Exit,14,25,Balanced
150,2021-10-02,14,1,Delhi,Delhi,Chandni Chowk Metro Gate 3,6,80,High Demand
151,2021-10-04,11,1,Delhi,Delhi,Kashmere Gate ISBT,25,75,Balanced
152,2021-10-06,11,1,Delhi,Delhi,Kashmere Gate ISBT,33,13,Low Demand
153,2021-10-10,11,1,Delhi,Delhi,Kashmere Gate Metro Interchange,6,49,Balanced
154,2021-10-29,8,1,Delhi,Delhi,Kashmere Gate ISBT,21,31,Balanced
155,2021-10-31,11,1,Delhi,Delhi,Chandni Chowk Metro Gate 3,35,46,Low Demand
156,2021-11-10,11,1,Delhi,Delhi,Kashmere Gate ISBT,23,15,Balanced
157,2021-11-23,17,1,Delhi,Delhi,Kashmere Gate ISBT,27,48,Low Demand
158,2021-12-01,14,1,Delhi,Delhi,Chandni Chowk Metro Gate 3,27,26,Low Demand
159,2021-12-10,20,1,Delhi,Delhi,Qutab Minar Metro Exit,17,30,Balanced
160,2021-12-12,14,1,Delhi,Delhi,Kashmere Gate ISBT,12,73,Balanced
161,2021-12-13,17,1,Delhi,Delhi,Qutab Minar Metro Exit,21,73,Balanced
162,2021-12-15,20,1,Delhi,Delhi,Qutab Minar Metro Exit,17,37,Balanced
163,2022-01-12,20,1,Delhi,Delhi,Chandni Chowk Metro Gate 3,11,35,Balanced
164,2022-01-21,11,1,Delhi,Delhi,Chandni Chowk Metro Gate 3,22,30,Balanced
165,2022-02-05,8,1,Delhi,Delhi,Qutab Minar Metro Exit,18,39,Balanced
166,2022-02-15,8,1,Delhi,Delhi,Kashmere Gate ISBT,3,66,High Demand
167,2022-02-21,8,1,Delhi,Delhi,Kashmere Gate ISBT,35,36,Low Demand
168,2022-02-23,17,1,Delhi,Delhi,Qutab Minar Metro Exit,22,32,Balanced
169,2022-02-28,14,1,Delhi,Delhi,Qutab Minar Metro Exit,14,41,Balanced
170,2022-03-03,14,1,Delhi,Delhi,Chandni Chowk Metro Gate 3,15,72,Balanced
171,2022-03-06,14,1,Delhi,Delhi,Chandni Chowk Metro Gate 3,9,79,High Demand
172,2022-03-08,14,1,Delhi,Delhi,Kashmere Gate ISBT,20,15,Balanced
173,2022-03-17,14,1,Delhi,Delhi,Kashmere Gate ISBT,8,40,Balanced
174,2022-03-29,17,1,Delhi,Delhi,Qutab Minar Metro Exit,32,35,Low Demand
175,2022-04-07,8,1,Delhi,Delhi,Kashmere Gate ISBT,28,32,Low Demand
176,2022-04-08,8,1,Delhi,Delhi,Qutab Minar Metro Exit,33,33,Low Demand
177,2022-04-09,14,1,Delhi,Delhi,Kashmere Gate Metro Interchange,2,48,Balanced
178,2022-04-12,14,1,Delhi,Delhi,Qutab Minar Metro Exit,35,73,Low Demand
179,2022-04-13,11,1,Delhi,Delhi,Qutab Minar Metro Exit,19,34,Balanced
180,2022-05-01,17,1,Delhi,Delhi,Chandni Chowk Metro Gate 3,17,10,Balanced
181,2022-05-05,14,1,Delhi,Delhi,Kashmere Gate Metro Interchange,18,56,Balanced
182,2022-05-12,14,1,Delhi,Delhi,Kashmere Gate Metro Interchange,20,57,Balanced
183,2022-05-27,8,1,Delhi,Delhi,Qutab Minar Metro Exit,35,56,Low Demand
184,2022-06-26,8,1,Delhi,Delhi,Qutab Minar Metro Exit,4,46,Balanced
185,2022-06-30,17,1,Delhi,Delhi,Chandni Chowk Metro Gate 3,26,67,Low Demand
186,2022-07-01,17,1,Delhi,Delhi,Qutab Minar Metro Exit,7,79,High Demand
187,2022-07-03,8,1,Delhi,Delhi,Kashmere Gate ISBT,27,77,Low Demand
188,2022-07-05,8,1,Delhi,Delhi,Kashmere Gate Metro Interchange,21,69,Balanced
189,2022-07-13,8,1,Delhi,Delhi,Kashmere Gate Metro Interchange,28,12,Low Demand
190,2022-07-19,11,1,Delhi,Delhi,Kashmere Gate Metro Interchange,27,66,Low Demand
191,2022-07-22,8,1,Delhi,Delhi,Kashmere Gate ISBT,34,47,Low Demand
192,2022-07-24,20,1,Delhi,Delhi,Chandni Chowk Metro Gate 3,22,40,Balanced
193,2022-07-31,11,1,Delhi,Delhi,Qutab Minar Metro Exit,33,16,Low Demand
194,2022-08-01,17,1,Delhi,Delhi,Chandni Chowk Metro Gate 3,28,62,Low Demand
195,2022-08-10,20,1,Delhi,Delhi,Qutab Minar Metro Exit,28,77,Low Demand
196,2022-08-15,14,1,Delhi,Delhi,Kashmere Gate Metro Interchange,14,16,Balanced
197,2022-08-19,11,1,Delhi,Delhi,Kashmere Gate ISBT,32,36,Low Demand
198,2022-08-20,14,1,Delhi,Delhi,Chandni Chowk Metro Gate 3,2,37,Balanced
199,2022-08-21,8,1,Delhi,Delhi,Qutab Minar Metro Exit,17,36,Balanced
200,2022-08-30,17,1,Delhi,Delhi,Kashmere Gate Metro Interchange,32,50,Low Demand
201,2022-08-31,14,1,Delhi,Delhi,Chandni Chowk Metro Gate 3,28,15,Low Demand
202,2022-09-05,20,1,Delhi,Delhi,Qutab Minar Metro Exit,20,29,Balanced
203,2022-09-11,14,1,Delhi,Delhi,Chandni Chowk Metro Gate 3,33,72,Low Demand
204,2022-09-18,8,1,Delhi,Delhi,Kashmere Gate Metro Interchange,6,16,Balanced
205,2022-10-07,8,1,Delhi,Delhi,Qutab Minar Metro Exit,13,23,Balanced
206,2022-10-08,20,1,Delhi,Delhi,Kashmere Gate ISBT,17,34,Balanced
207,2022-10-14,17,1,Delhi,Delhi,Kashmere Gate ISBT,16,48,Balanced
208,2022-10-18,8,1,Delhi,Delhi,Kashmere Gate Metro Interchange,27,58,Low Demand
209,2022-10-27,8,1,Delhi,Delhi,Kashmere Gate Metro Interchange,16,37,Balanced
210,2022-10-28,20,1,Delhi,Delhi,Qutab Minar Metro Exit,19,15,Balanced
211,2022-10-29,14,1,Delhi,Delhi,Kashmere Gate Metro Interchange,13,50,Balanced
212,2022-11-04,14,1,Delhi,Delhi,Kashmere Gate ISBT,17,59,Balanced
213,2022-11-20,14,1,Delhi,Delhi,Kashmere Gate Metro Interchange,19,67,Balanced
214,2022-11-23,17,1,Delhi,Delhi,Kashmere Gate ISBT,26,20,Low Demand
215,2022-12-05,17,1,Delhi,Delhi,Chandni Chowk Metro Gate 3,19,23,Balanced
216,2022-12-20,11,1,Delhi,Delhi,Kashmere Gate ISBT,26,31,Low Demand
217,2019-01-05,14,2,Mumbai,Maharastra,Regal Cinema Colaba Stop,26,52,Low Demand
218,2019-01-20,11,2,Mumbai,Maharastra,Mumbai Central Bus Depot,26,45,Low Demand
219,2019-01-29,17,2,Mumbai,Maharastra,Regal Cinema Colaba Stop,15,66,Balanced
220,2019-02-15,17,2,Mumbai,Maharastra,Regal Cinema Colaba Stop,4,56,High Demand
221,2019-02-19,8,2,Mumbai,Maharastra,CSMT Railway & Metro Station,24,31,Balanced
222,2019-02-22,17,2,Mumbai,Maharastra,Mumbai Central Bus Depot,29,23,Low Demand
223,2019-03-10,8,2,Mumbai,Maharastra,Regal Cinema Colaba Stop,11,54,Balanced
224,2019-03-26,11,2,Mumbai,Maharastra,Regal Cinema Colaba Stop,13,80,Balanced
225,2019-03-29,11,2,Mumbai,Maharastra,Mumbai Central Bus Depot,13,33,Balanced
226,2019-04-12,11,2,Mumbai,Maharastra,Mumbai Central Bus Depot,22,35,Balanced
227,2019-04-15,20,2,Mumbai,Maharastra,Regal Cinema Colaba Stop,22,59,Balanced
228,2019-05-09,20,2,Mumbai,Maharastra,CSMT Railway & Metro Station,33,46,Low Demand
229,2019-05-18,20,2,Mumbai,Maharastra,Regal Cinema Colaba Stop,33,62,Low Demand
230,2019-06-12,8,2,Mumbai,Maharastra,Regal Cinema Colaba Stop,17,48,Balanced
231,2019-06-13,8,2,Mumbai,Maharastra,Mumbai Central Bus Depot,18,54,Balanced
232,2019-06-14,8,2,Mumbai,Maharastra,Mumbai Central Bus Depot,9,40,Balanced
233,2019-06-18,20,2,Mumbai,Maharastra,Regal Cinema Colaba Stop,29,31,Low Demand
234,2019-06-27,14,2,Mumbai,Maharastra,Mumbai Central Bus Depot,19,75,Balanced
235,2019-06-28,8,2,Mumbai,Maharastra,CSMT Railway & Metro Station,28,17,Low Demand
236,2019-06-29,11,2,Mumbai,Maharastra,Regal Cinema Colaba Stop,10,41,Balanced
237,2019-07-15,17,2,Mumbai,Maharastra,Mumbai Central Bus Depot,22,10,Balanced
238,2019-07-16,8,2,Mumbai,Maharastra,Regal Cinema Colaba Stop,31,55,Low Demand
239,2019-07-17,20,2,Mumbai,Maharastra,Mumbai Central Bus Depot,15,64,Balanced
240,2019-07-24,14,2,Mumbai,Maharastra,Regal Cinema Colaba Stop,5,15,Balanced
241,2019-07-29,17,2,Mumbai,Maharastra,Mumbai Central Bus Depot,2,64,High Demand
242,2019-08-04,14,2,Mumbai,Maharastra,CSMT Railway & Metro Station,25,42,Balanced
243,2019-08-23,11,2,Mumbai,Maharastra,Mumbai Central Bus Depot,6,39,Balanced
244,2019-08-28,11,2,Mumbai,Maharastra,Mumbai Central Bus Depot,10,28,Balanced
245,2019-09-05,20,2,Mumbai,Maharastra,Regal Cinema Colaba Stop,30,37,Low Demand
246,2019-09-11,14,2,Mumbai,Maharastra,CSMT Railway & Metro Station,17,45,Balanced
247,2019-09-17,8,2,Mumbai,Maharastra,Regal Cinema Colaba Stop,21,36,Balanced
248,2019-09-23,11,2,Mumbai,Maharastra,Mumbai Central Bus Depot,26,24,Low Demand
249,2019-09-27,8,2,Mumbai,Maharastra,Mumbai Central Bus Depot,22,26,Balanced
250,2019-10-04,8,2,Mumbai,Maharastra,CSMT Railway & Metro Station,6,11,Balanced
251,2019-11-12,20,2,Mumbai,Maharastra,Regal Cinema Colaba Stop,18,31,Balanced
252,2019-11-15,8,2,Mumbai,Maharastra,CSMT Railway & Metro Station,23,64,Balanced
253,2019-12-03,11,2,Mumbai,Maharastra,CSMT Railway & Metro Station,32,56,Low Demand
254,2019-12-06,8,2,Mumbai,Maharastra,Regal Cinema Colaba Stop,28,38,Low Demand
255,2019-12-14,11,2,Mumbai,Maharastra,CSMT Railway & Metro Station,35,15,Low Demand
256,2019-12-15,8,2,Mumbai,Maharastra,Mumbai Central Bus Depot,20,49,Balanced
257,2019-12-28,11,2,Mumbai,Maharastra,CSMT Railway & Metro Station,2,62,High Demand
258,2020-01-09,17,2,Mumbai,Maharastra,Mumbai Central Bus Depot,5,28,Balanced
259,2020-01-12,20,2,Mumbai,Maharastra,Mumbai Central Bus Depot,25,68,Balanced
260,2020-01-13,8,2,Mumbai,Maharastra,Regal Cinema Colaba Stop,8,74,High Demand
261,2020-01-19,11,2,Mumbai,Maharastra,Mumbai Central Bus Depot,18,50,Balanced
262,2020-01-20,17,2,Mumbai,Maharastra,Regal Cinema Colaba Stop,22,50,Balanced
263,2020-01-23,11,2,Mumbai,Maharastra,Regal Cinema Colaba Stop,8,29,Balanced
264,2020-02-01,8,2,Mumbai,Maharastra,CSMT Railway & Metro Station,21,15,Balanced
265,2020-02-03,11,2,Mumbai,Maharastra,CSMT Railway & Metro Station,17,55,Balanced
266,2020-02-09,17,2,Mumbai,Maharastra,Regal Cinema Colaba Stop,17,22,Balanced
267,2020-02-15,11,2,Mumbai,Maharastra,CSMT Railway & Metro Station,27,57,Low Demand
268,2020-02-17,8,2,Mumbai,Maharastra,Regal Cinema Colaba Stop,18,19,Balanced
269,2020-02-20,17,2,Mumbai,Maharastra,CSMT Railway & Metro Station,7,52,High Demand
270,2020-02-22,8,2,Mumbai,Maharastra,CSMT Railway & Metro Station,29,60,Low Demand
271,2020-02-27,14,2,Mumbai,Maharastra,Mumbai Central Bus Depot,30,29,Low Demand
272,2020-03-09,20,2,Mumbai,Maharastra,CSMT Railway & Metro Station,3,58,High Demand
273,2020-03-14,20,2,Mumbai,Maharastra,Mumbai Central Bus Depot,26,44,Low Demand
274,2020-03-18,14,2,Mumbai,Maharastra,CSMT Railway & Metro Station,32,77,Low Demand
275,2020-03-29,20,2,Mumbai,Maharastra,Mumbai Central Bus Depot,24,32,Balanced
276,2020-04-03,8,2,Mumbai,Maharastra,Regal Cinema Colaba Stop,24,28,Balanced
277,2020-04-06,17,2,Mumbai,Maharastra,Regal Cinema Colaba Stop,21,32,Balanced
278,2020-04-13,11,2,Mumbai,Maharastra,CSMT Railway & Metro Station,23,32,Balanced
279,2020-04-14,14,2,Mumbai,Maharastra,CSMT Railway & Metro Station,3,28,Balanced
280,2020-04-16,8,2,Mumbai,Maharastra,Regal Cinema Colaba Stop,25,19,Balanced
281,2020-04-18,17,2,Mumbai,Maharastra,Regal Cinema Colaba Stop,8,53,High Demand
282,2020-04-22,17,2,Mumbai,Maharastra,Regal Cinema Colaba Stop,22,32,Balanced
283,2020-04-25,20,2,Mumbai,Maharastra,Mumbai Central Bus Depot,16,32,Balanced
284,2020-05-03,20,2,Mumbai,Maharastra,CSMT Railway & Metro Station,13,50,Balanced
285,2020-05-04,20,2,Mumbai,Maharastra,CSMT Railway & Metro Station,8,73,High Demand
286,2020-05-08,11,2,Mumbai,Maharastra,Regal Cinema Colaba Stop,7,52,High Demand
287,2020-05-18,17,2,Mumbai,Maharastra,Mumbai Central Bus Depot,26,54,Low Demand
288,2020-05-22,11,2,Mumbai,Maharastra,CSMT Railway & Metro Station,30,19,Low Demand
289,2020-05-29,11,2,Mumbai,Maharastra,Regal Cinema Colaba Stop,6,80,High Demand
290,2020-05-30,8,2,Mumbai,Maharastra,Mumbai Central Bus Depot,32,13,Low Demand
291,2020-06-06,17,2,Mumbai,Maharastra,Regal Cinema Colaba Stop,18,46,Balanced
292,2020-06-21,17,2,Mumbai,Maharastra,CSMT Railway & Metro Station,21,60,Balanced
