booking_id,location_id,place_name,city,state,booking_date,hour,status,total_bookings,completed_visits,cancelled_visits,avg_fee_inr,avg_wait_time_mins,avg_duration_mins
2092,3,Ekvira Devi Temple,Lonavala,Maharastra,2020-12-23,13,No-Show,1,0,0,30,28,45
2093,4,Bangalore Palace,Bangalore,Karnataka,2022-11-21,8,Completed,1,1,0,100,42,115
2093,4,Lalbagh Botanical Garden,Bangalore,Karnataka,2022-11-21,8,Completed,1,1,0,100,42,115
2093,4,Cubbon Park,Bangalore,Karnataka,2022-11-21,8,Completed,1,1,0,100,42,115
2093,4,Nehru Planetarium,Bangalore,Karnataka,2022-11-21,8,Completed,1,1,0,100,42,115
2093,4,National Gallery of Modern Art,Bangalore,Karnataka,2022-11-21,8,Completed,1,1,0,100,42,115
2093,4,Church street,Bangalore,Karnataka,2022-11-21,8,Completed,1,1,0,100,42,115
2093,4,MG Road,Bangalore,Karnataka,2022-11-21,8,Completed,1,1,0,100,42,115
2093,4,Boating at Yediyur lake,Bangalore,Karnataka,2022-11-21,8,Completed,1,1,0,100,42,115
2093,4,Vidhana Soudha,Bangalore,Karnataka,2022-11-21,8,Completed,1,1,0,100,42,115
2093,4,ISKCON Temple Bangalore,Bangalore,Karnataka,2022-11-21,8,Completed,1,1,0,100,42,115
2094,5,Charminar,Hyderabad,Telangana,2019-12-23,8,Completed,1,1,0,50,8,169
2094,5,Golconda Fort,Hyderabad,Telangana,2019-12-23,8,Completed,1,1,0,50,8,169
2094,5,Hussain Sagar Lake,Hyderabad,Telangana,2019-12-23,8,Completed,1,1,0,50,8,169
2094,5,Ramoji Film City,Hyderabad,Telangana,2019-12-23,8,Completed,1,1,0,50,8,169
2094,5,Salar Jung Museum,Hyderabad,Telangana,2019-12-23,8,Completed,1,1,0,50,8,169
2094,5,Qutb Shahi Tombs,Hyderabad,Telangana,2019-12-23,8,Completed,1,1,0,50,8,169
2094,5,Lad Bazaar,Hyderabad,Telangana,2019-12-23,8,Completed,1,1,0,50,8,169
2094,5,Birla Mandir,Hyderabad,Telangana,2019-12-23,8,Completed,1,1,0,50,8,169
2094,5,Chowmahalla Palace,Hyderabad,Telangana,2019-12-23,8,Completed,1,1,0,50,8,169
2094,5,Nehru Zoological Park,Hyderabad,Telangana,2019-12-23,8,Completed,1,1,0,50,8,169
2094,5,Infinite adventure club,Hyderabad,Telangana,2019-12-23,8,Completed,1,1,0,50,8,169
2094,5,Lumbini Park,Hyderabad,Telangana,2019-12-23,8,Completed,1,1,0,50,8,169
2095,6,Victoria Memorial,Kolkata,West Bengal,2020-02-18,18,Cancelled,1,0,1,0,5,127
2095,6,Howrah Bridge,Kolkata,West Bengal,2020-02-18,18,Cancelled,1,0,1,0,5,127
2095,6,Indian Museum,Kolkata,West Bengal,2020-02-18,18,Cancelled,1,0,1,0,5,127
2095,6,Ganga aarti,Kolkata,West Bengal,2020-02-18,18,Cancelled,1,0,1,0,5,127
2095,6,Birla Planetarium,Kolkata,West Bengal,2020-02-18,18,Cancelled,1,0,1,0,5,127
2095,6,St.Pauls Cathedral,Kolkata,West Bengal,2020-02-18,18,Cancelled,1,0,1,0,5,127
2095,6,Tiretti Bazaar,Kolkata,West Bengal,2020-02-18,18,Cancelled,1,0,1,0,5,127
2095,6,Princep Ghat,Kolkata,West Bengal,2020-02-18,18,Cancelled,1,0,1,0,5,127
2095,6,Kumartali potter's quarter,Kolkata,West Bengal,2020-02-18,18,Cancelled,1,0,1,0,5,127
2095,6,Shopping at Chamba lama,Kolkata,West Bengal,2020-02-18,18,Cancelled,1,0,1,0,5,127
2095,6,Burra Bazaar,Kolkata,West Bengal,2020-02-18,18,Cancelled,1,0,1,0,5,127
2095,6,Dakshineswar Kali Temple,Kolkata,West Bengal,2020-02-18,18,Cancelled,1,0,1,0,5,127
2095,6,Kalighat Kali Temple,Kolkata,West Bengal,2020-02-18,18,Cancelled,1,0,1,0,5,127
2095,6,Eden Gardens,Kolkata,West Bengal,2020-02-18,18,Cancelled,1,0,1,0,5,127
2095,6,Alipore Zoological Gardens,Kolkata,West Bengal,2020-02-18,18,Cancelled,1,0,1,0,5,127
2095,6,Science City Kolkata,Kolkata,West Bengal,2020-02-18,18,Cancelled,1,0,1,0,5,127
2095,6,Belur Math,Kolkata,West Bengal,2020-02-18,18,Cancelled,1,0,1,0,5,127
2095,6,Marble Palace,Kolkata,West Bengal,2020-02-18,18,Cancelled,1,0,1,0,5,127
2096,7,Basilica of Bom Jesus,Goa,Goa,2019-04-08,18,Completed,1,1,0,30,33,135
2096,7,Fort Aguada,Goa,Goa,2019-04-08,18,Completed,1,1,0,30,33,135
2096,7,Dudhsagar Falls,Goa,Goa,2019-04-08,18,Completed,1,1,0,30,33,135
2096,7,Anjuna Beach,Goa,Goa,2019-04-08,18,Completed,1,1,0,30,33,135
2096,7,Chapora Fort,Goa,Goa,2019-04-08,18,Completed,1,1,0,30,33,135
2096,7,Se Cathedral,Goa,Goa,2019-04-08,18,Completed,1,1,0,30,33,135
2096,7,Baga Beach,Goa,Goa,2019-04-08,18,Completed,1,1,0,30,33,135
2096,7,Candolim Beach,Goa,Goa,2019-04-08,18,Completed,1,1,0,30,33,135
2096,7,Old Goa,Goa,Goa,2019-04-08,18,Completed,1,1,0,30,33,135
2096,7,Arambol Beach,Goa,Goa,2019-04-08,18,Completed,1,1,0,30,33,135
2096,7,Palolem Beach,Goa,Goa,2019-04-08,18,Completed,1,1,0,30,33,135
2096,7,Colva Beach,Goa,Goa,2019-04-08,18,Completed,1,1,0,30,33,135
2096,7,Miramar Beach,Goa,Goa,2019-04-08,18,Completed,1,1,0,30,33,135
2096,7,Dr. Salim Ali Bird Santuary,Goa,Goa,2019-04-08,18,Completed,1,1,0,30,33,135
2097,8,Fontainhas colony,Panjim,Goa,2021-02-26,12,Completed,1,1,0,50,14,38
2097,8,Shopping at M.G.Road,Panjim,Goa,2021-02-26,12,Completed,1,1,0,50,14,38
2097,8,Gallery Gitanjali,Panjim,Goa,2021-02-26,12,Completed,1,1,0,50,14,38
2097,8,Our Lady of Immaculate Conception Church,Panjim,Goa,2021-02-26,12,Completed,1,1,0,50,14,38
2098,9,Statue of Unity,Ahemdabad,Gujrat,2021-01-16,17,Completed,1,1,0,30,11,179
2098,9,Jhulta Minara,Ahemdabad,Gujrat,2021-01-16,17,Completed,1,1,0,30,11,179
2098,9,Auto World Vintage Car Museum,Ahemdabad,Gujrat,2021-01-16,17,Completed,1,1,0,30,11,179
2099,10,Sabarmati Ashram,Ahmedabad,Gujarat,2022-02-26,10,Completed,1,1,0,50,40,175
2099,10,Sabarmati Riverfront,Ahmedabad,Gujarat,2022-02-26,10,Completed,1,1,0,50,40,175
2099,10,Manek Chowk,Ahmedabad,Gujarat,2022-02-26,10,Completed,1,1,0,50,40,175
2099,10,Kankaria Lake,Ahmedabad,Gujarat,2022-02-26,10,Completed,1,1,0,50,40,175
2099,10,Science City,Ahmedabad,Gujarat,2022-02-26,10,Completed,1,1,0,50,40,175
2100,11,Dwarka Beach & Lighthouse,Dwarka,Gujrat,2022-05-10,18,Completed,1,1,0,500,18,176
2100,11,Rukmini Devi Mandir,Dwarka,Gujrat,2022-05-10,18,Completed,1,1,0,500,18,176
2100,11,Shri Nageshwar Jyotirling,Dwarka,Gujrat,2022-05-10,18,Completed,1,1,0,500,18,176
2101,12,Dwarkadhish Temple,Dwarka,Gujarat,2019-07-30,15,Completed,1,1,0,500,22,153
2102,13,Mahabat Maqbara Palace,Junagadh,Gujrat,2021-10-27,12,Cancelled,1,0,1,50,17,123
2102,13,Uparkot Fort,Junagadh,Gujrat,2021-10-27,12,Cancelled,1,0,1,50,17,123
2102,13,Sakkarbaug Zoological Park,Junagadh,Gujrat,2021-10-27,12,Cancelled,1,0,1,50,17,123
2103,14,Gir National Park,Junagadh,Gujarat,2020-10-03,12,Completed,1,1,0,30,43,143
2104,15,Aina Mahal Palace,Bhuj,Gujrat,2022-08-23,8,Completed,1,1,0,100,39,149
2104,15,Bhuj Mandir,Bhuj,Gujrat,2022-08-23,8,Completed,1,1,0,100,39,149
2104,15,Chhatardi Bhuj,Bhuj,Gujrat,2022-08-23,8,Completed,1,1,0,100,39,149
2104,15,Vande Mataram Memorial,Bhuj,Gujrat,2022-08-23,8,Completed,1,1,0,100,39,149
2105,16,White Desert,Bhuj,Gujarat,2020-08-07,15,Completed,1,1,0,30,11,49
2106,17,Sayaji Baug Zoo,Vadodara,Gujrat,2019-03-14,17,Cancelled,1,0,1,200,32,106
2106,17,Inorbit Mall Vadodara,Vadodara,Gujrat,2019-03-14,17,Cancelled,1,0,1,200,32,106
2106,17,Baroda Museum &Gallery,Vadodara,Gujrat,2019-03-14,17,Cancelled,1,0,1,200,32,106
2106,17,BAPS Shri Swaminarayan Mandir,Vadodara,Gujrat,2019-03-14,17,Cancelled,1,0,1,200,32,106
2106,17,Mandvi Gate,Vadodara,Gujrat,2019-03-14,17,Cancelled,1,0,1,200,32,106
2107,18,Laxmi Vilas Palace,Vadodara,Gujarat,2021-04-23,15,Completed,1,1,0,500,35,46
2108,19,Somnath Beach,Somnath,Gujrat,2022-01-17,10,Completed,1,1,0,500,29,37
2109,20,Somnath Temple,Somnath,Gujarat,2022-08-24,12,Completed,1,1,0,100,9,163
2110,21,Adalaj Stepwell,Gandhinagar,Gujrat,2021-01-25,15,No-Show,1,0,0,50,34,57
2110,21,Sarita Udyan,Gandhinagar,Gujrat,2021-01-25,15,No-Show,1,0,0,50,34,57
2110,21,Swaminarayan Akshardham,Gandhinagar,Gujrat,2021-01-25,15,No-Show,1,0,0,50,34,57
2111,22,Dandi Kutir,Gandhinagar,Gujarat,2019-01-25,10,Completed,1,1,0,0,9,107
2112,23,Birla Mandir,Jaipur,Rajasthan,2022-05-10,15,Cancelled,1,0,1,200,42,140
2112,23,Shree Khole Ki Hanuman Mandir,Jaipur,Rajasthan,2022-05-10,15,Cancelled,1,0,1,200,42,140
2112,23,Cental Park,Jaipur,Rajasthan,2022-05-10,15,Cancelled,1,0,1,200,42,140
2112,23,Moti Dungri Ganesh Ji Temple,Jaipur,Rajasthan,2022-05-10,15,Cancelled,1,0,1,200,42,140
2112,23,Jantar Mantar,Jaipur,Rajasthan,2022-05-10,15,Cancelled,1,0,1,200,42,140
2112,23,Amber Palace,Jaipur,Rajasthan,2022-05-10,15,Cancelled,1,0,1,200,42,140
2112,23,Hawa Mahal,Jaipur,Rajasthan,2022-05-10,15,Cancelled,1,0,1,200,42,140
2112,23,Nahargarh Fort,Jaipur,Rajasthan,2022-05-10,15,Cancelled,1,0,1,200,42,140
2112,23,Jaigarh Fort,Jaipur,Rajasthan,2022-05-10,15,Cancelled,1,0,1,200,42,140
2113,24,Lake Pichola,Udaipur,Rajasthan,2020-04-16,14,Completed,1,1,0,100,15,119
2113,24,Jagdish Temple,Udaipur,Rajasthan,2020-04-16,14,Completed,1,1,0,100,15,119
2113,24,Ambrai Ghat,Udaipur,Rajasthan,2020-04-16,14,Completed,1,1,0,100,15,119
2113,24,Saheliyon ki Bari,Udaipur,Rajasthan,2020-04-16,14,Completed,1,1,0,100,15,119
2113,24,Sajjangarh Monsoon Palace,Udaipur,Rajasthan,2020-04-16,14,Completed,1,1,0,100,15,119
2113,24,Bagore ki Haveli,Udaipur,Rajasthan,2020-04-16,14,Completed,1,1,0,100,15,119
2113,24,Karni Mata Temple,Udaipur,Rajasthan,2020-04-16,14,Completed,1,1,0,100,15,119
2113,24,City Palace,Udaipur,Rajasthan,2020-04-16,14,Completed,1,1,0,100,15,119
2113,24,Lake Pichola,Udaipur,Rajasthan,2020-04-16,14,Completed,1,1,0,100,15,119
2114,25,Patwa Haweli,Jaisalmer,Rajasthan,2020-02-10,13,Completed,1,1,0,50,23,70
2114,25,Longewala War memorial,Jaisalmer,Rajasthan,2020-02-10,13,Completed,1,1,0,50,23,70
2114,25,Gadisar Lake,Jaisalmer,Rajasthan,2020-02-10,13,Completed,1,1,0,50,23,70
2114,25,Jaisalmer Fort,Jaisalmer,Rajasthan,2020-02-10,13,Completed,1,1,0,50,23,70
2115,26,Trinetra Ganesh Temple,Ranthambore,Rajasthan,2020-03-30,9,Cancelled,1,0,1,500,7,35
2115,26,Ranthambore Fort,Ranthambore,Rajasthan,2020-03-30,9,Cancelled,1,0,1,500,7,35
2115,26,Ranthambore National Park,Ranthambore,Rajasthan,2020-03-30,9,Cancelled,1,0,1,500,7,35
2116,27,Adhai Din ka Jhopra,Ajmer,Rajasthan,2019-06-12,15,Completed,1,1,0,200,22,56
2116,27,Anasagar Lake,Ajmer,Rajasthan,2019-06-12,15,Completed,1,1,0,200,22,56
2116,27,Khwaja Gharib Nawaz Dargah,Ajmer,Rajasthan,2019-06-12,15,Completed,1,1,0,200,22,56
2117,28,Jaswant Thada,Jodhpur,Rajasthan,2021-04-08,17,Cancelled,1,0,1,0,9,117
2117,28,Umaid Bhawan Palace,Jodhpur,Rajasthan,2021-04-08,17,Cancelled,1,0,1,0,9,117
2117,28,Mehrangarh Fort,Jodhpur,Rajasthan,2021-04-08,17,Cancelled,1,0,1,0,9,117
2118,29,Nakki Lake,Mount Abu,Rajasthan,2021-02-18,18,Completed,1,1,0,200,38,77
2118,29,Sunset Point,Mount Abu,Rajasthan,2021-02-18,18,Completed,1,1,0,200,38,77
2118,29,Dilwara Temples,Mount Abu,Rajasthan,2021-02-18,18,Completed,1,1,0,200,38,77
2119,30,Sadda Pind,Amritsar,Punjab,2019-07-30,10,Cancelled,1,0,1,50,20,120
2119,30,Gobind Garh Fort,Amritsar,Punjab,2019-07-30,10,Cancelled,1,0,1,50,20,120
2119,30,Shri Durgiana Temple,Amritsar,Punjab,2019-07-30,10,Cancelled,1,0,1,50,20,120
2119,30,Shree Harminder Sahib Gurudwara,Amritsar,Punjab,2019-07-30,10,Cancelled,1,0,1,50,20,120
2119,30,The Partition Museum,Amritsar,Punjab,2019-07-30,10,Cancelled,1,0,1,50,20,120
2119,30,Golden Temple (Harmandir Sahib),Amritsar,Punjab,2019-07-30,10,Cancelled,1,0,1,50,20,120
2119,30,Jallianwala Bagh,Amritsar,Punjab,2019-07-30,10,Cancelled,1,0,1,50,20,120
2119,30,Wagah Border,Amritsar,Punjab,2019-07-30,10,Cancelled,1,0,1,50,20,120
2120,31,Japanese Garden,Chandigarh,Punjab,2019-02-02,18,No-Show,1,0,0,50,15,124
2120,31,Sector 17 Market,Chandigarh,Punjab,2019-02-02,18,No-Show,1,0,0,50,15,124
2120,31,ISKON temple,Chandigarh,Punjab,2019-02-02,18,No-Show,1,0,0,50,15,124
2120,31,Terraced garden,Chandigarh,Punjab,2019-02-02,18,No-Show,1,0,0,50,15,124
2120,31,Government museum & Art gallery,Chandigarh,Punjab,2019-02-02,18,No-Show,1,0,0,50,15,124
2120,31,Sukhna Lake,Chandigarh,Punjab,2019-02-02,18,No-Show,1,0,0,50,15,124
2120,31,Rock Garden,Chandigarh,Punjab,2019-02-02,18,No-Show,1,0,0,50,15,124
2121,32,Shree Krishna Swamy Temple,Alappuzha,Kerala,2019-03-23,11,Completed,1,1,0,500,5,91
2121,32,Marari Beach,Alappuzha,Kerala,2019-03-23,11,Completed,1,1,0,500,5,91
2121,32,International Coi Museum,Alappuzha,Kerala,2019-03-23,11,Completed,1,1,0,500,5,91
2121,32,Alleppey Backwater,Alappuzha,Kerala,2019-03-23,11,Completed,1,1,0,500,5,91
2121,32,Chakkulathukavu Sree Bhagwathi Temple,Alappuzha,Kerala,2019-03-23,11,Completed,1,1,0,500,5,91
2121,32,Mannarasala Sree Nagaraja Temple,Alappuzha,Kerala,2019-03-23,11,Completed,1,1,0,500,5,91
2121,32,St.Andrew's Basilica,Alappuzha,Kerala,2019-03-23,11,Completed,1,1,0,500,5,91
2121,32,Alappuzha Beach,Alappuzha,Kerala,2019-03-23,11,Completed,1,1,0,500,5,91
2122,33,Pothamedu View Point,Munnar,Kerala,2020-09-25,15,Completed,1,1,0,100,31,91
2122,33,Eravikulam National Park,Munnar,Kerala,2020-09-25,15,Completed,1,1,0,100,31,91
2122,33,Mattupetty Dam,Munnar,Kerala,2020-09-25,15,Completed,1,1,0,100,31,91
2122,33,Munnar Tea Gardens,Munnar,Kerala,2020-09-25,15,Completed,1,1,0,100,31,91
2123,34,LuLu International Shopping Mall,Kochi,Kerala,2022-11-13,14,Completed,1,1,0,200,36,111
2123,34,National Shrine Basilica of our Lady of Ransom,Kochi,Kerala,2022-11-13,14,Completed,1,1,0,200,36,111
2123,34,Mattancherry Palace,Kochi,Kerala,2022-11-13,14,Completed,1,1,0,200,36,111
2123,34,Marine Drive Kochi,Kochi,Kerala,2022-11-13,14,Completed,1,1,0,200,36,111
2123,34,Chottanikara Bhagvathy Temple,Kochi,Kerala,2022-11-13,14,Completed,1,1,0,200,36,111
2123,34,Hill Palace Museum,Kochi,Kerala,2022-11-13,14,Completed,1,1,0,200,36,111
2123,34,Cherai Beach,Kochi,Kerala,2022-11-13,14,Completed,1,1,0,200,36,111
2123,34,Fort Kochi,Kochi,Kerala,2022-11-13,14,Completed,1,1,0,200,36,111
2123,34,Kerala Folklore Museum,Kochi,Kerala,2022-11-13,14,Completed,1,1,0,200,36,111
2123,34,Wonderla Amusement Park,Kochi,Kerala,2022-11-13,14,Completed,1,1,0,200,36,111
2124,35,Attukal Bhagwathy Temple,Thiruvanthapuram,Kerala,2020-10-28,11,Completed,1,1,0,500,8,137
2124,35,Kovalam Beach,Thiruvanthapuram,Kerala,2020-10-28,11,Completed,1,1,0,500,8,137
2124,35,Thiruvanthapuram Zoological park,Thiruvanthapuram,Kerala,2020-10-28,11,Completed,1,1,0,500,8,137
2124,35,Kanakakkunnu Palace,Thiruvanthapuram,Kerala,2020-10-28,11,Completed,1,1,0,500,8,137
2124,35,Veli Lake Tourist Village,Thiruvanthapuram,Kerala,2020-10-28,11,Completed,1,1,0,500,8,137
2124,35,Napier Museum,Thiruvanthapuram,Kerala,2020-10-28,11,Completed,1,1,0,500,8,137
2125,36,Padmanabhaswamy Temple,Thiruvananthapuram,Kerala,2019-06-28,18,No-Show,1,0,0,500,14,58
2126,37,HiLITE mall,Kozhikode,Kerala,2019-12-15,10,No-Show,1,0,0,500,12,120
2126,37,Mittayi Theravu -SM Street,Kozhikode,Kerala,2019-12-15,10,No-Show,1,0,0,500,12,120
2126,37,Tali Maha Shiva Kshetram,Kozhikode,Kerala,2019-12-15,10,No-Show,1,0,0,500,12,120
2126,37,Sargaalaya Kerala Arts& Crafts village,Kozhikode,Kerala,2019-12-15,10,No-Show,1,0,0,500,12,120
2126,37,Kozhikode Beach,Kozhikode,Kerala,2019-12-15,10,No-Show,1,0,0,500,12,120
2127,38,Lakkidi View point,Wayanad,Kerala,2022-03-30,13,No-Show,1,0,0,0,5,137
2127,38,Edakkal Caves,Wayanad,Kerala,2022-03-30,13,No-Show,1,0,0,0,5,137
2127,38,"Karapuzha Dam, adventure park, garden",Wayanad,Kerala,2022-03-30,13,No-Show,1,0,0,0,5,137
2127,38,Wayanad Wildlife Sanctuary,Wayanad,Kerala,2022-03-30,13,No-Show,1,0,0,0,5,137
2128,39,Muzhappilangad Beach,Kannur,Kerala,2022-10-03,15,No-Show,1,0,0,0,42,94
2128,39,Parassini Madappura Sree Muthappan Temple,Kannur,Kerala,2022-10-03,15,No-Show,1,0,0,0,42,94
2128,39,St. Angelo Fort,Kannur,Kerala,2022-10-03,15,No-Show,1,0,0,0,42,94
2129,40,Shri Chamundeshwari Temple,Mysore,Karnataka,2020-08-16,8,Completed,1,1,0,30,24,34
2129,40,Chamundi Betta,Mysore,Karnataka,2020-08-16,8,Completed,1,1,0,30,24,34
2129,40,"Karanji Lake, boating, bird sanctuary",Mysore,Karnataka,2020-08-16,8,Completed,1,1,0,30,24,34
2129,40,Mysore Palace,Mysore,Karnataka,2020-08-16,8,Completed,1,1,0,30,24,34
2130,41,Lokaranjan Aqua World Underwater zoo,Mysore,Karanataka,2021-09-17,13,Completed,1,1,0,500,16,144
2130,41,Mysuru Railway museum,Mysore,Karanataka,2021-09-17,13,Completed,1,1,0,500,16,144
2131,42,Virupaksha Temple,Hampi,Karanataka,2019-04-07,14,No-Show,1,0,0,50,29,144
2131,42,Mathanga Hill,Hampi,Karanataka,2019-04-07,14,No-Show,1,0,0,50,29,144
2132,43,Stone Chariot,Hampi,Karnataka,2022-11-04,9,Cancelled,1,0,1,30,8,114
2132,43,Shree Vijaya Vitthala Temple,Hampi,Karnataka,2022-11-04,9,Cancelled,1,0,1,30,8,114
2132,43,Group of monuments at Hampi,Hampi,Karnataka,2022-11-04,9,Cancelled,1,0,1,30,8,114
2132,43,Lotus Mahal,Hampi,Karnataka,2022-11-04,9,Cancelled,1,0,1,30,8,114
2132,43,Ajanadri Hills,Hampi,Karnataka,2022-11-04,9,Cancelled,1,0,1,30,8,114
2133,44,Raja's Seat garden,Coorg,Karnataka,2022-12-15,17,Completed,1,1,0,100,32,63
2133,44,Nagarhole Tiger Reserve,Coorg,Karnataka,2022-12-15,17,Completed,1,1,0,100,32,63
2133,44,Mallalli Falls,Coorg,Karnataka,2022-12-15,17,Completed,1,1,0,100,32,63
2133,44,Brahmagiri Wildlife Sanctuary,Coorg,Karnataka,2022-12-15,17,Completed,1,1,0,100,32,63
2133,44,Dubare Elephant camp and bathing spot,Coorg,Karnataka,2022-12-15,17,Completed,1,1,0,100,32,63
2133,44,Coorg river rafting Barapole,Coorg,Karnataka,2022-12-15,17,Completed,1,1,0,100,32,63
2133,44,Namdroling Monastery,Coorg,Karnataka,2022-12-15,17,Completed,1,1,0,100,32,63
2133,44,Iruppu Falls-Brahmagiri,Coorg,Karnataka,2022-12-15,17,Completed,1,1,0,100,32,63
2134,45,Bhadra wildlife sanctuary,Chikmanglur,Karnataka,2022-07-05,19,No-Show,1,0,0,50,29,153
2134,45,Shri Jagadguru Shankaracharya Peeta,Chikmanglur,Karnataka,2022-07-05,19,No-Show,1,0,0,50,29,153
2134,45,Shri Annapurneshwari Devi Temple,Chikmanglur,Karnataka,2022-07-05,19,No-Show,1,0,0,50,29,153
2134,45,Kallathigiri Falls,Chikmanglur,Karnataka,2022-07-05,19,No-Show,1,0,0,50,29,153
2135,46,Sri Sharadamba Temple,Chikmanglur,Karanataka,2022-08-24,12,Completed,1,1,0,350,24,100
2135,46,Baba Budan Giri hills,Chikmanglur,Karanataka,2022-08-24,12,Completed,1,1,0,350,24,100
2136,47,Mullayanagiri Betta,Chikmagalur,Karnataka,2020-03-06,14,Completed,1,1,0,30,8,101
2137,48,Sri Bhootanaatha Gudi,Badami,Karnataka,2020-12-16,13,Completed,1,1,0,50,34,116
2137,48,Banashankari Devi Temple,Badami,Karnataka,2020-12-16,13,Completed,1,1,0,50,34,116
2137,48,Badami Cave Temples,Badami,Karnataka,2020-12-16,13,Completed,1,1,0,50,34,116
2138,49,Kadri Park,Mangalore,Karnataka,2021-10-19,17,Completed,1,1,0,0,37,152
2138,49,City Center mall,Mangalore,Karnataka,2021-10-19,17,Completed,1,1,0,0,37,152
2138,49,Kukke Shree Subrahmanya Temple,Mangalore,Karnataka,2021-10-19,17,Completed,1,1,0,0,37,152
2138,49,Dharmasthala Temple,Mangalore,Karnataka,2021-10-19,17,Completed,1,1,0,0,37,152
