location_name,date,temp_c,rainfall_mm,humidity_pct
Chandigarh,2022-08,28.07096774,102.9,80.03225806
Chandigarh,2022-09,26.94666667,201.9,76.13333333
Chandigarh,2022-10,23.13870968,49.1,67.22580645
Chandigarh,2022-11,18.87,2.5,60.43333333
Chandigarh,2022-12,14.37096774,0.5,65
Lucknow,2019-01,14.45483871,13.2,70.87096774
Lucknow,2019-02,17.06785714,55,72.82142857
Lucknow,2019-03,22.55483871,2.1,49.32258065
Lucknow,2019-04,29.86666667,3.9,40.13333333
Lucknow,2019-05,33.70645161,0.3,30.38709677
Lucknow,2019-06,33.65,41.8,52.96666667
Lucknow,2019-07,29.74193548,440.3,79.25806452
Lucknow,2019-08,28.91612903,268.3,84.4516129
Lucknow,2019-09,27.28,410.6,87.6
Lucknow,2019-10,25.25806452,11.1,75.93548387
Lucknow,2019-11,21.78333333,0.6,71.56666667
Lucknow,2019-12,13.87741935,37.5,80.61290323
Lucknow,2020-01,13.93870968,91.2,82.93548387
Lucknow,2020-02,16.67931034,15.2,72.34482759
Lucknow,2020-03,22.00967742,64.7,65.77419355
Lucknow,2020-04,28.01666667,16.9,46.6
Lucknow,2020-05,29.84516129,64.9,56.35483871
Lucknow,2020-06,29.37333333,218.3,74.86666667
Lucknow,2020-07,29.1483871,298.5,83.77419355
Lucknow,2020-08,28.89677419,438.8,83.90322581
Lucknow,2020-09,28.88333333,79.5,81.56666667
Lucknow,2020-10,27.12903226,0.7,60
Lucknow,2020-11,20.14666667,7.1,61.03333333
Lucknow,2020-12,15.68709677,0.3,71.74193548
Lucknow,2021-01,14.54516129,0.6,77.4516129
Lucknow,2021-02,18.99642857,3.5,66.57142857
Lucknow,2021-03,25.49354839,0.5,44.25806452
Lucknow,2021-04,30.09666667,0,25.03333333
Lucknow,2021-05,29.23548387,52.1,59.5483871
Lucknow,2021-06,29.37,144,75.33333333
Lucknow,2021-07,30.00967742,215.1,78.58064516
Lucknow,2021-08,28.57741935,176.2,83.4516129
Lucknow,2021-09,28.00333333,313.5,84.86666667
Lucknow,2021-10,25.73548387,72.9,76.16129032
Lucknow,2021-11,20.01,1.3,70.1
Lucknow,2021-12,15.92580645,15.2,72.5483871
Lucknow,2022-01,13.19677419,29,83.16129032
Lucknow,2022-02,16.53214286,19.3,70.42857143
Lucknow,2022-03,25.63870968,0,47.25806452
Lucknow,2022-04,32.29333333,0.8,26.1
Lucknow,2022-05,31.55483871,26.8,54.03225806
Lucknow,2022-06,33.59333333,95.1,50.16666667
Lucknow,2022-07,30.54193548,238.4,73.38709677
Lucknow,2022-08,28.88064516,173.5,80.58064516
Lucknow,2022-09,27.67333333,362.1,83.93333333
Lucknow,2022-10,24.65806452,178.2,78.19354839
Lucknow,2022-11,20.57,0.4,69.06666667
Lucknow,2022-12,15.93548387,1.4,70.74193548
Dehradun,2019-01,11.51612903,50.8,67.22580645
Dehradun,2019-02,13.11785714,128.6,71.96428571
Dehradun,2019-03,17.13225806,18.6,62.93548387
Dehradun,2019-04,24.48,27.2,49.56666667
Dehradun,2019-05,27.71935484,7,36.4516129
Dehradun,2019-06,29.75333333,7,47.76666667
Dehradun,2019-07,26.23225806,402.5,84.61290323
Dehradun,2019-08,26.08387097,324.3,86.09677419
Dehradun,2019-09,24.71666667,176.2,86.5
Dehradun,2019-10,21.41612903,6.4,76.06451613
Dehradun,2019-11,17.74666667,7.4,67
Dehradun,2019-12,11.74516129,28.4,74.5483871
Dehradun,2020-01,10.68387097,116.7,77.4516129
Dehradun,2020-02,13.4,20.2,74.93103448
Dehradun,2020-03,16.76451613,106,69.48387097
Dehradun,2020-04,22.20666667,35.1,55.33333333
Dehradun,2020-05,25.53225806,44.6,54.58064516
Dehradun,2020-06,27.12333333,56.5,70.83333333
Dehradun,2020-07,26.11935484,396.1,85.09677419
Dehradun,2020-08,26.03548387,343.2,87.09677419
Dehradun,2020-09,25.73666667,40.1,80.2
Dehradun,2020-10,21.97419355,0,64.64516129
Dehradun,2020-11,16.15666667,6,69.53333333
Dehradun,2020-12,12.82258065,8.2,69.29032258
Dehradun,2021-01,11.89677419,10.1,75.4516129
Dehradun,2021-02,15.49285714,5.5,65.92857143
Dehradun,2021-03,19.90322581,2.8,52.51612903
Dehradun,2021-04,22.94666667,18.1,40.16666667
Dehradun,2021-05,24.69677419,92.9,62.03225806
Dehradun,2021-06,26.56666667,187.4,72.6
Dehradun,2021-07,26.72903226,223.6,81.35483871
Dehradun,2021-08,25.72903226,242.2,86.77419355
Dehradun,2021-09,25.23,101.1,83.16666667
Dehradun,2021-10,21.69354839,87.3,75.74193548
Dehradun,2021-11,15.88333333,0,71.6
Dehradun,2021-12,12.01290323,4.3,71.19354839
Dehradun,2022-01,10.68387097,92,80.87096774
Dehradun,2022-02,11.85357143,63,74.17857143
Dehradun,2022-03,20.53548387,1.2,60.06451613
Dehradun,2022-04,25.41666667,0.1,39.06666667
Dehradun,2022-05,26.39354839,45,57.16129032
Dehradun,2022-06,28.86,128.4,50.23333333
Dehradun,2022-07,26.27419355,345.2,83.32258065
Dehradun,2022-08,25.91935484,274.8,84.16129032
Dehradun,2022-09,24.57333333,158,82.76666667
Dehradun,2022-10,20.57419355,51.2,77.61290323
Dehradun,2022-11,16.72,1.9,72.5
Dehradun,2022-12,12.93548387,1.4,69.93548387
Shimla,2019-01,0.6322580645,121.2,68.22580645
Shimla,2019-02,2.460714286,190.5,71.03571429
Shimla,2019-03,6.190322581,86.8,67.90322581
Shimla,2019-04,13.50333333,46.2,55.9
Shimla,2019-05,16.03225806,49.5,47.35483871
Shimla,2019-06,19.49333333,64.3,48.33333333
Shimla,2019-07,17.3483871,407.4,88.58064516
Shimla,2019-08,17.14193548,316.2,90.32258065
Shimla,2019-09,15.60666667,192.1,90.36666667
Shimla,2019-10,11.07419355,25.4,77.22580645
Shimla,2019-11,7.943333333,51.2,70.1
Shimla,2019-12,2.674193548,50.4,65.77419355
Shimla,2020-01,0.8064516129,148.7,73.96774194
Shimla,2020-02,4.237931034,27.6,67.5862069
Shimla,2020-03,6.474193548,143.8,73.19354839
Shimla,2020-04,11.11333333,73.7,64.63333333
Shimla,2020-05,15.51290323,54.2,56.64516129
Shimla,2020-06,16.98666667,63.7,75.06666667
Shimla,2020-07,17.41290323,191,87.83870968
Shimla,2020-08,17.47419355,329.8,90.61290323
Shimla,2020-09,15.82,41.5,82.43333333
Shimla,2020-10,12.61935484,5.4,62.09677419
Shimla,2020-11,6.923333333,47.9,65.43333333
Shimla,2020-12,4.083870968,22.1,57.96774194
Shimla,2021-01,3.664516129,41.3,61.19354839
Shimla,2021-02,5.567857143,36.4,63.53571429
Shimla,2021-03,9.761290323,57.8,52.29032258
Shimla,2021-04,11.89666667,135.9,47.3
Shimla,2021-05,14.64193548,81.5,64.03225806
Shimla,2021-06,16.99333333,113.4,74.3
Shimla,2021-07,17.69032258,408.3,86.87096774
Shimla,2021-08,16.81290323,200.9,89.48387097
Shimla,2021-09,15.76333333,177.3,89.06666667
Shimla,2021-10,12.13548387,93,73.12903226
Shimla,2021-11,6.69,0.3,64.73333333
Shimla,2021-12,2.561290323,27.7,70.5483871
Shimla,2022-01,1.006451613,186,73.67741935
Shimla,2022-02,2.321428571,87.9,68.78571429
Shimla,2022-03,11.20967742,10.2,54.29032258
Shimla,2022-04,16.16666667,9.5,36.63333333
Shimla,2022-05,17.11290323,63.3,52.70967742
Shimla,2022-06,18.97333333,86.5,54.33333333
Shimla,2022-07,17.41612903,245.7,88.29032258
Shimla,2022-08,16.97419355,167.6,87.87096774
Shimla,2022-09,15.05,181.2,87
Shimla,2022-10,11.11935484,43.4,74.70967742
Shimla,2022-11,7.263333333,31.4,66.13333333
Shimla,2022-12,4.432258065,9.8,60.74193548
Srinagar,2019-01,-4.841935484,172.3,82.61290323
Srinagar,2019-02,-1.253571429,167.9,85.03571429
Srinagar,2019-03,1.780645161,121.5,79.09677419
Srinagar,2019-04,11.7,137,70.8
Srinagar,2019-05,14.67096774,163.1,74.16129032
Srinagar,2019-06,17.61333333,107.4,75.5
Srinagar,2019-07,22.96774194,134.5,72.5483871
Srinagar,2019-08,22.01290323,125.2,76.90322581
Srinagar,2019-09,21.40666667,19.3,59.9
Srinagar,2019-10,12.91935484,62.8,68.83870968
Srinagar,2019-11,5.413333333,234.6,80.53333333
Srinagar,2019-12,-2.622580645,71.1,67.16129032
Srinagar,2020-01,-3.590322581,152.1,81
Srinagar,2020-02,-0.2206896552,31.4,66.72413793
Srinagar,2020-03,4.280645161,157.2,74.70967742
Srinagar,2020-04,11.81,103.8,70.23333333
Srinagar,2020-05,15.7,109.3,73
Srinagar,2020-06,20.67666667,30,62.9
Srinagar,2020-07,24.14193548,24.8,54.41935484
Srinagar,2020-08,24.10322581,191.5,64.16129032
Srinagar,2020-09,19.31333333,27.5,60.33333333
Srinagar,2020-10,15.11290323,0.5,41.83870968
Srinagar,2020-11,5.233333333,85,67.16666667
Srinagar,2020-12,-2.04516129,85.4,73.74193548
Srinagar,2021-01,-2.367741935,61.8,64.74193548
Srinagar,2021-02,2.871428571,49.2,64.85714286
Srinagar,2021-03,7.041935484,185.8,74.70967742
Srinagar,2021-04,10.36,178.8,69.06666667
Srinagar,2021-05,15.48709677,78.4,72.19354839
Srinagar,2021-06,20.55333333,31.1,63.33333333
Srinagar,2021-07,23.14516129,127.5,69.35483871
Srinagar,2021-08,22.37741935,51,65.74193548
Srinagar,2021-09,21.12,98.9,65.66666667
Srinagar,2021-10,13.00967742,133.8,63.77419355
Srinagar,2021-11,5.32,17,64.4
Srinagar,2021-12,0.4064516129,60.9,60.87096774
Srinagar,2022-01,-2.170967742,164.2,81.38709677
Srinagar,2022-02,-0.5,121.4,77.67857143
Srinagar,2022-03,7.490322581,45.9,63.77419355
Srinagar,2022-04,14.23666667,68,61.3
Srinagar,2022-05,16.96129032,57.4,67.4516129
Srinagar,2022-06,19.38666667,90.7,66.26666667
Srinagar,2022-07,22.28387097,208.7,79.16129032
Srinagar,2022-08,21.29354839,107.5,77.5483871
Srinagar,2022-09,19.78333333,50.3,65.4
Srinagar,2022-10,12.75806452,37.4,58.83870968
Srinagar,2022-11,4.113333333,103.7,68.43333333
Srinagar,2022-12,0.7225806452,95.5,58.41935484
Leh,2019-01,-9.396774194,27.4,40
Leh,2019-02,-8.178571429,63.5,40.82142857
Leh,2019-03,-4.138709677,18.2,37.38709677
Leh,2019-04,4.193333333,21.6,43.1
Leh,2019-05,5.558064516,61.5,49.61290323
Leh,2019-06,8.78,73.6,52.4
Leh,2019-07,16.64516129,20.2,36.87096774
Leh,2019-08,15.8516129,49,47.4516129
Leh,2019-09,15.28333333,5.6,23.6
Leh,2019-10,4.977419355,17.3,36.77419355
Leh,2019-11,-2.453333333,48.9,43.16666667
Leh,2019-12,-7.45483871,9.9,25.22580645
Leh,2020-01,-9.522580645,40.5,36.90322581
Leh,2020-02,-6.062068966,6.4,30.17241379
Leh,2020-03,-2,27.7,40.61290323
Leh,2020-04,1.516666667,19.8,44.23333333
Leh,2020-05,7.835483871,52,42.25806452
Leh,2020-06,11.86,33.1,45.5
Leh,2020-07,17.20645161,12.5,33.22580645
Leh,2020-08,18.93225806,18.1,33.32258065
Leh,2020-09,14.62333333,3.3,23.03333333
Leh,2020-10,7.990322581,2.4,16.58064516
Leh,2020-11,-0.5666666667,9.7,28.53333333
Leh,2020-12,-7.5,18.4,34.12903226
Leh,2021-01,-6.74516129,21.4,27.80645161
Leh,2021-02,-4.217857143,10.1,38.67857143
Leh,2021-03,-1.396774194,17.8,39.22580645
Leh,2021-04,-0.97,46.5,45.23333333
Leh,2021-05,5.809677419,54.5,50.87096774
Leh,2021-06,10.13666667,81.5,52.6
Leh,2021-07,17.10322581,28.9,42.74193548
Leh,2021-08,16.70967742,7.9,36.06451613
Leh,2021-09,14.15666667,26,37.86666667
Leh,2021-10,5.680645161,29.6,29.16129032
Leh,2021-11,-1.873333333,0.9,26.5
Leh,2021-12,-6.829032258,11.8,33.41935484
Leh,2022-01,-8.148387097,33.2,40.80645161
Leh,2022-02,-7.557142857,15.1,38.39285714
Leh,2022-03,0.2419354839,4.2,33.51612903
Leh,2022-04,6.276666667,6.9,35.63333333
Leh,2022-05,9.922580645,23.2,42.12903226
Leh,2022-06,12.5,48.4,45.53333333
Leh,2022-07,18.26129032,43.5,45.32258065
Leh,2022-08,17.06129032,26.2,45.32258065
Leh,2022-09,12.91,46,39.8
Leh,2022-10,4.296774194,14.7,36.61290323
Leh,2022-11,-1.093333333,9.9,30.33333333
Leh,2022-12,-3.561290323,6,24.32258065
Gurugram,2019-01,12.35806452,34.3,72.61290323
Gurugram,2019-02,14.93928571,30.8,74.60714286
Gurugram,2019-03,19.92903226,10.3,58.22580645
Gurugram,2019-04,28.79,9.5,40
Gurugram,2019-05,31.5516129,4.6,33.32258065
Gurugram,2019-06,34.35333333,0.8,41.13333333
Gurugram,2019-07,30.65483871,128.9,70.4516129
Gurugram,2019-08,28.81935484,169.4,82.06451613
Gurugram,2019-09,28.50666667,74.8,79.3
Gurugram,2019-10,25.73870968,7.3,60.61290323
Gurugram,2019-11,20.70333333,26.6,68
Gurugram,2019-12,11.96774194,8.2,80.90322581
Gurugram,2020-01,12.28709677,48.4,80.38709677
Gurugram,2020-02,15.65517241,16.8,69.93103448
Gurugram,2020-03,19.73548387,48.2,69.4516129
Gurugram,2020-04,26.83666667,8.7,45.9
Gurugram,2020-05,31.14193548,53.6,41.19354839
Gurugram,2020-06,32.24333333,7,56.53333333
Gurugram,2020-07,30.8516129,125.7,71.22580645
Gurugram,2020-08,29.14516129,168.7,80.41935484
Gurugram,2020-09,29.81666667,41,67.16666667
Gurugram,2020-10,25.53548387,0,47.77419355
Gurugram,2020-11,18.64333333,9.3,57.13333333
Gurugram,2020-12,14.13870968,0.4,70.51612903
Gurugram,2021-01,12.69677419,33.5,80.19354839
Gurugram,2021-02,17.525,7.8,70.25
Gurugram,2021-03,23.33548387,2.9,51.16129032
Gurugram,2021-04,27.72,2.3,29.63333333
Gurugram,2021-05,29.61290323,140,48.25806452
Gurugram,2021-06,31.99333333,17.2,55.46666667
Gurugram,2021-07,30.98709677,243.2,69.93548387
Gurugram,2021-08,29.21290323,142.5,76.48387097
Gurugram,2021-09,27.49666667,132.1,84.16666667
Gurugram,2021-10,25.11290323,25.4,66.4516129
Gurugram,2021-11,19.25333333,0.4,62.3
Gurugram,2021-12,13.97419355,12.4,72.4516129
Gurugram,2022-01,11.62258065,71.3,82.77419355
Gurugram,2022-02,15.46071429,12.7,70.57142857
Gurugram,2022-03,23.7516129,7.2,54.19354839
Gurugram,2022-04,31.21333333,0,20.76666667
Gurugram,2022-05,32.85806452,24.3,38.90322581
Gurugram,2022-06,32.93666667,53.2,43.7
Gurugram,2022-07,29.61290323,174.9,76.74193548
Gurugram,2022-08,29.06451613,64.1,74.51612903
Gurugram,2022-09,28.64666667,201.6,71.06666667
Gurugram,2022-10,23.90967742,79.6,70.16129032
Gurugram,2022-11,19.38,9.9,65.73333333
Gurugram,2022-12,13.95483871,0.4,75.09677419
Ludhiana,2019-01,10.69032258,56.2,79.5483871
Ludhiana,2019-02,13.17142857,102.3,82.42857143
Ludhiana,2019-03,17.39677419,21.8,70.96774194
Ludhiana,2019-04,25.58,45.1,54.86666667
Ludhiana,2019-05,29.13548387,17.7,40.58064516
Ludhiana,2019-06,32.61333333,11.8,44.03333333
Ludhiana,2019-07,29.4483871,235.7,78.32258065
Ludhiana,2019-08,28.49032258,330.9,85.61290323
Ludhiana,2019-09,28.27333333,88.4,79.96666667
Ludhiana,2019-10,23.97096774,6.8,71.64516129
Ludhiana,2019-11,18.5,29.7,75.4
Ludhiana,2019-12,10.9483871,49.8,85.61290323
Ludhiana,2020-01,10.5516129,76.5,85.29032258
Ludhiana,2020-02,14.18275862,36,78.24137931
Ludhiana,2020-03,17.69032258,150.6,77.93548387
Ludhiana,2020-04,24.44666667,41.2,56.76666667
Ludhiana,2020-05,29.01612903,33.6,47.51612903
Ludhiana,2020-06,30.98666667,15,61
Ludhiana,2020-07,29.69677419,131.7,77.32258065
Ludhiana,2020-08,28.96451613,154.1,83.38709677
Ludhiana,2020-09,28.83666667,32.7,73.23333333
Ludhiana,2020-10,24.84193548,0,47.48387097
Ludhiana,2020-11,17.70666667,19.1,58.93333333
Ludhiana,2020-12,12.59677419,12.8,77.87096774
Ludhiana,2021-01,11.08064516,31.4,87.06451613
Ludhiana,2021-02,15.84285714,5.3,79.21428571
Ludhiana,2021-03,21.54516129,3.7,56.77419355
Ludhiana,2021-04,25.01,40.4,41.06666667
Ludhiana,2021-05,29.20645161,11.9,45.38709677
Ludhiana,2021-06,31.09666667,64.1,56.8
Ludhiana,2021-07,30.18064516,129.1,74.5483871
Ludhiana,2021-08,29.0516129,118.9,81.93548387
Ludhiana,2021-09,27.75,102.7,81.33333333
Ludhiana,2021-10,24.23225806,48.2,70.83870968
Ludhiana,2021-11,17.42666667,0.7,69.56666667
Ludhiana,2021-12,12.56451613,1,76.96774194
Ludhiana,2022-01,11.20322581,119.2,87.58064516
Ludhiana,2022-02,13.66071429,33.7,77.60714286
Ludhiana,2022-03,22.72258065,12,61.64516129
Ludhiana,2022-04,29.97333333,0,28.73333333
Ludhiana,2022-05,31.97741935,36.1,38.51612903
Ludhiana,2022-06,31.91666667,65.1,46.8
Ludhiana,2022-07,28.81935484,325.6,82.77419355
Ludhiana,2022-08,28.63870968,98.8,81.80645161
Ludhiana,2022-09,27.73,138.7,77.93333333
Ludhiana,2022-10,23.39677419,26.6,71.16129032
Ludhiana,2022-11,18.06333333,17.1,72.73333333
Ludhiana,2022-12,13.0516129,0,77.64516129
Kolkata,2019-01,18.51290323,1.5,65.51612903
Kolkata,2019-02,22.39285714,63.2,64.03571429
Kolkata,2019-03,25.35483871,58.8,74.4516129
Kolkata,2019-04,28.63,76.4,77.46666667
Kolkata,2019-05,30.69677419,83.8,77.12903226
Kolkata,2019-06,30.07666667,171.5,81.63333333
Kolkata,2019-07,29.18387097,225.6,83.4516129
Kolkata,2019-08,28.38387097,372.6,86.93548387
Kolkata,2019-09,27.69333333,266.7,88.2
Kolkata,2019-10,26.45806452,225.4,86.16129032
Kolkata,2019-11,23.9,106.7,80.26666667
Kolkata,2019-12,19.40967742,14.3,76.87096774
Kolkata,2020-01,18.42903226,31,76.32258065
Kolkata,2020-02,20.80689655,7.4,66.75862069
Kolkata,2020-03,26.37096774,19.9,64.96774194
Kolkata,2020-04,28.63666667,187.7,74.03333333
Kolkata,2020-05,28.62258065,193.2,81.77419355
Kolkata,2020-06,28.84333333,279.5,86.2
Kolkata,2020-07,28.89032258,313.6,85.80645161
Kolkata,2020-08,28.46451613,419.3,87.58064516
Kolkata,2020-09,28.52,288.7,87.23333333
Kolkata,2020-10,27.68387097,147.4,85
Kolkata,2020-11,23.92333333,5,70.8
Kolkata,2020-12,19.78064516,0,71.5483871
Kolkata,2021-01,19.97741935,0.2,68.87096774
Kolkata,2021-02,22.11071429,0,61.96428571
Kolkata,2021-03,28.21290323,5.9,62.48387097
Kolkata,2021-04,30.06333333,31.8,68.83333333
Kolkata,2021-05,29.5483871,147.4,77.4516129
Kolkata,2021-06,28.72333333,328.9,85.8
Kolkata,2021-07,28.61290323,430.3,86.32258065
Kolkata,2021-08,28.25806452,375.6,87.80645161
Kolkata,2021-09,27.39,470.3,89.3
Kolkata,2021-10,27.09677419,232.7,85.19354839
Kolkata,2021-11,23.26666667,43.9,76.8
Kolkata,2021-12,19.59677419,101.2,76.90322581
Kolkata,2022-01,18.20322581,34.3,77.41935484
Kolkata,2022-02,20.81428571,29.1,71.03571429
Kolkata,2022-03,27.32580645,9.3,63.64516129
Kolkata,2022-04,30.32666667,32.9,73.5
Kolkata,2022-05,29.37419355,178,78.77419355
Kolkata,2022-06,29.78,258.9,79.93333333
Kolkata,2022-07,28.5483871,217.3,83.38709677
Kolkata,2022-08,27.99354839,338.1,86.64516129
Kolkata,2022-09,27.84666667,374.6,87.23333333
Kolkata,2022-10,26.4483871,179.1,82.4516129
Kolkata,2022-11,23.06666667,0,71.1
Kolkata,2022-12,20.42258065,0,71.12903226
Guwahati,2019-01,16.93548387,8.8,70.80645161
Guwahati,2019-02,18.875,31.7,72.53571429
Guwahati,2019-03,22.02580645,24.5,65.38709677
Guwahati,2019-04,24.07333333,121.6,79.36666667
Guwahati,2019-05,25.1483871,206.9,85.70967742
Guwahati,2019-06,27.64666667,230.4,85.9
Guwahati,2019-07,27.2516129,498,89.77419355
Guwahati,2019-08,28.69032258,232.7,84.12903226
Guwahati,2019-09,26.63666667,350.3,89.66666667
Guwahati,2019-10,24.47419355,193.9,86.09677419
Guwahati,2019-11,22.34333333,39.8,83.6
Guwahati,2019-12,17.49354839,11.4,79.4516129
Guwahati,2020-01,16.35483871,26.1,79.61290323
Guwahati,2020-02,19.05172414,24.4,69.96551724
Guwahati,2020-03,22.97419355,27.4,64
Guwahati,2020-04,24.54666667,85.1,69.5
Guwahati,2020-05,25.28387097,359.6,82.58064516
Guwahati,2020-06,26.94333333,452.2,88.53333333
Guwahati,2020-07,27.19677419,664,90.38709677
Guwahati,2020-08,28.18064516,282.9,86.12903226
Guwahati,2020-09,27.16666667,285.2,88.73333333
Guwahati,2020-10,26.36129032,285.1,86.12903226
Guwahati,2020-11,21.29666667,13,78
Guwahati,2020-12,18.16451613,9.9,77.41935484
Guwahati,2021-01,16.9516129,28.2,80.32258065
Guwahati,2021-02,19.91428571,2.4,67.39285714
Guwahati,2021-03,23.69032258,19.3,60.67741935
Guwahati,2021-04,26.28333333,24.5,64.06666667
Guwahati,2021-05,25.94193548,313.4,83.70967742
Guwahati,2021-06,27.25,290.3,87.26666667
Guwahati,2021-07,27.6483871,420,88.77419355
Guwahati,2021-08,27.5,363.1,89.32258065
Guwahati,2021-09,27.84333333,307.8,84.26666667
Guwahati,2021-10,26.23870968,105,82.41935484
Guwahati,2021-11,21.19666667,3.2,72.96666667
Guwahati,2021-12,18.07096774,11.3,76
Guwahati,2022-01,16.22580645,30.2,80.25806452
Guwahati,2022-02,16.37142857,74.7,77.21428571
Guwahati,2022-03,24.73870968,6,58.90322581
Guwahati,2022-04,23.56333333,244.4,85.43333333
Guwahati,2022-05,25.31935484,393.3,84.83870968
Guwahati,2022-06,26.06,421.4,90.16666667
Guwahati,2022-07,28.10967742,402.4,84.80645161
Guwahati,2022-08,28.26129032,240.4,84.16129032
Guwahati,2022-09,26.76333333,301.3,87.9
Guwahati,2022-10,24.74193548,144.5,85.80645161
Guwahati,2022-11,21.54,2.1,77.26666667
Guwahati,2022-12,18.94193548,10.8,78.93548387
Gangtok,2019-01,7.580645161,38.5,66.48387097
Gangtok,2019-02,9.832142857,234.1,75.82142857
Gangtok,2019-03,11.51612903,290.9,79.64516129
Gangtok,2019-04,15.86666667,339,79.43333333
Gangtok,2019-05,17.95806452,1064.5,84.83870968
Gangtok,2019-06,20.31,1230.4,85.26666667
Gangtok,2019-07,19.87419355,1524.8,90.96774194
